CODICE_VIA;DENOMINAZIONE;UBICAZIONE;NUMERO_DELIBERAZIONE;DATA_DELIBERAZIONE;GIUNTA;NOTE_DENOMINAZIONE
092009_001413;VIA LUIGI PILONI;VIA DEGLI ASTRI - VIA SPRIANO;84;19/02/2004;G.C.;DISCENDENTE DA NOBILE FAMIGLIA VENETA TRASFERITASI NELL'ISOLA, IL CONTE P. SI LAUREA A CAGLIARI IN GIURISPRUDENZA E FILOSOFIA. LA SUA SQUISITA SENSIBILITÀ PER IL BELLO, E IL SUO INTERESSE PER L'ARTE LO AVVICINANO A COLLEZIONARE UN NUMERO ELEVATO DI PRODOTTI GRAFICI E DELL'ARTIGIANATO POPOLARE CON PARTICOLARE RIGUARDO PER LE PREZIOSE MANUFATTURE SARDE. LA RICCA COLLEZIONE,  RACCOLTA E CUSTODITA PER LUNGO TEMPO IN UNA CASA DI TIPO CAMPIDANESE A SERDIANA, RAPPRESENTA UNA FELICE COMBINAZIONE FRA LA FINEZZA DELL'INTENDITORE E LA PASSIONE DELLO STUDIOSO. LA COLLEZIONE, DONATA ALL'UNIVERSITÀ DI CAGLIARI, CON ESPOSIZIONE NEL SETTECENTESCO PALAZZO BELGRANO, AVVENUTA NEL 1984 IN UNA SOLENNE CERIMONIA,È PRESENTATA COME COLLEZIONE SARDA LUIGI PILONI.LA RACCOLTA, DI  OLTRE 550 PEZZI, COMPRENDE CARTE GEOGRAFICHE E PIANTE, DIPINTI, TEMPERE, STAMPE DI PERSONAGGI STORICI, DI COSTUMI SARDI, ICONOGRAFIE RELIGIOSE, VEDUTE, TAPPETI E ARGENTERIE DI ABBIGLIAMENTO DI BOTTEGHE LOCALI.  (NATO A CAGLIARI NEL 1907 - MORTO A ROMA NEL 1991);
092009_001414;VIA EVANDRO PUTZULU;VIA SEGNI - VIA CALA REGINA;84;19/02/2004;G.C.;LAUREATO IN GIURISPRUDENZA, DI IDEE LIBERALI E CONSERVATRICI, OPERA IN AMBITO CULTURALE LOCALE ED INTERNAZIONALE.NEL '46 È DIRETTORE DELL'ARCHIVIO STORICO COMUNALE ABBINATO ALLA BIBLIOTECA DI STUDI SARDI E AI MUSEI CIVICI, RICOPRENDO TALE CARICA SINO AL 1975. LODEVOLE IL LAVORO DI RECUPERO E DI RIORDINO DEL MATERIALE ARCHIVISTICO  DANNEGGIATO DALLE BOMBE AEREE DELLA II GUERRA MONDIALE NEL '43, E DELLA SUA RISISTEMAZIONE NELLA PALAZZINA BOYL, AI GIARDINI PUBBLICI. PRODUCE DIVERSI STRUMENTI DI CONSULTAZIONE ARCHIVISTICA: INDICI, UN INVENTARIO DELLE SEZIONI MODERNE E UNA SERIE DI REGESTI COME LA PREZIOSA RACCOLTA DI CARTE REALI ARAGONESI E SPAGNOLE, TUTTI ANCORA IMPRESCINDIBILI STRUMENTI D'ACCESSO AI DOCUMENTI DELL'ARCHIVIO STORICO COMUNALE. E' AUTORE DI PIRATI E CORSARI NEI MARI DI SARDEGNA, DE LO STATUTO CONCESSO ALLA VILLA DI BONARIA; DELLA STORIA DELLA SARDEGNA, NONCHÉ DI SAGGI E CONTRIBUTI ALLA STORIA ISTITUZIONALE E POLITICA DELL'ISOLA. SI RICORDA, INFINE, IL SUO STUDIO SUL COSTUME TRADIZIONALE SARDO BASATO SU FONTI DOCUMENTARIE ED ICONOGRAFICHE INEDITE.  (NATO A SINDIA NEL 1911 - MORTO A CAGLIARI NEL 1992);
092009_001415;VIA GIANCARLO SORGIA;VIA TORRE DELLE STELLE;84;19/02/2004;G.C.;ALLIEVO DI BOSCOLO, CONDUCE NUMEROSE MISSIONI DI STUDIO E RICERCHE IN MOLTI ARCHIVI ITALIANI E STRANIERI, SPECIE PRESSO L'ARCHIVIO DELLA CORONA D'ARAGONA DI BARCELLONA, CHE GLI PERMETTONO DI DIVENTARE PRIMA ORDINARIO DI STORIA DELLA SARDEGNA E, POI, DI STORIA MODERNA ALL'UNIVERSITÀ DI CAGLIARI. FRA LE SUE MAGGIORI OPERE SEGNALIAMO: STUDI SULL'INQUISIZIONE IN SARDEGNA; (1961), LA POLITICA NORD-AFRICANA DI CARLO V (1963), IL PARLAMENTO DEL VICERÉ FERNANDEZ DE HEREDIA (1963), SPAGNA E PROBLEMI MEDITERRANEI NELL'ETÀ MODERNA (1973), LA SARDEGNA SPAGNOLA (1982). (NATO A CAGLIARI NEL 1925 - MORTO NEL 1994);
092009_001416;VIA PAOLO SPRIANO;VIA SEGNI - VIA DEGLI ASTRI;84;19/02/2004;G.C.;E' STATO UN GIOVANISSIMO COMANDANTE PARTIGIANO, STORICO, DOCENTE UNIVERSITARIO. SONO CONSIDERATE FONDAMENTALI LE SUE RICERCHE SU GOBETTI, GRAMSCI E LA STORIA DEL PARTITO COMUNISTA ITALIANO.FRA LE SUE OPERE RICORDIAMO:STORIA DI TORINO OPERAIA E SOCIALISTA, L'OCCUPAZIONE DELLE FABRICHE, L'ORDINE NUOVO E I CONSIGLI DI FABBRICA, GRAMSCI E GOBETTI, STORIA DEL PARTITO COMUNISTA ITALIANO. S. HA INOLTRE CURATO L'EDIZIONE DELLE OPERE DI GOBETTI E HA DATO ALLE STAMPE UNA RACCOLTA DI SCRITTI POLITICI GRAMSCIANI. (NATO A TORINO NEL 1925 - MORTO A ROMA NEL 1988);
092009_001417;VIA DELLE AGAVI;VIA BERLINGUER;84;19/02/2004;G.C.;TOPONIMO SPONTANEO. PIANTA DELLA FAMIGLIA DELLE AGAVACEAE.;
092009_001418;VIA DEI CASTAGNI;VIA DELLE AGAVI - VIA BARRACCA MANNA;84;19/02/2004;G.C.;TOPONIMO SPONTANEO. PIANTA DELLA FAMIGLIA DELLE FAGACEAE.;
092009_001419;VIA DEI CICLAMINI;VIA SEGNI - VIA DEI FIORI;84;19/02/2004;G.C.;TOPONIMO SPONTANEO. PIANTA DELLA FAMIGLIA DELLE PRIMULACEAE.;
092009_001420;VIA DELLE FELCI;VIA DELLE AGAVI - VIA DEGLI ASTRI;84;19/02/2004;G.C.;TOPONIMO SPONTANEO. PIANTA DELLA FAMIGLIA DELLE PTERIDOPHYTAE.;
092009_001421;VIA DEI FIORI;VIA SEGNI - VIA DELLE AGAVI;84;19/02/2004;G.C.;TOPONIMO SPONTANEO.;
092009_001422;VIA DELLE MAGNOLIE;VIA DE FILIPPO - VIA DELLE ROSE;84;19/02/2004;G.C.;TOPONIMO SPONTANEO. PIANTA DELLA FAMIGLIA DELLE MAGNOLIACEAE.;
092009_001423;VIA DEI MANDORLI;VIA DELLE AGAVI - VIA IS SEDDAS;84;19/02/2004;G.C.;TOPONIMO SPONTANEO. PIANTA DELLA FAMIGLIA DELLE ROSACEAE.;
092009_001424;VIA DELLE MORE;VIA DELLE AGAVI - VIA VILLA;84;19/02/2004;G.C.;TOPONIMO SPONTANEO. PIANTA DELLA FAMIGLIA DELLE ROSACEAE.;
092009_001425;VIA DEGLI OLMI;VIA BARRACCA MANNA - VIA DELLE ORTENSIE;84;19/02/2004;G.C.;TOPONIMO SPONTANEO. PIANTA DELLA FAMIGLIA DELLE TRICHOLOMATACEAE.;
092009_001426;VIA DELLE ORCHIDEE;VIA DEI CICLAMINI - VIA DEI FIORI;84;19/02/2004;G.C.;TOPONIMO SPONTANEO. PIANTA DELLA FAMIGLIA DELLE ORCHIDACEAE.;
092009_001427;VIA DELLE ORTENSIE;VIA DELLE AGAVI - VIA DEI PINI;84;19/02/2004;G.C.;TOPONIMO SPONTANEO. PIANTA DELLA FAMIGLIA DELLE HYDRANGEAE.;
092009_001428;VIA DEI PETALI;VIA DE FILIPPO - VIA DELLE ROSE;84;19/02/2004;G.C.;TOPONIMO SPONTANEO.;
092009_001429;VIA DEI PINI;VIA BARRACCA MANNA - VIA DEGLI OLMI;84;19/02/2004;G.C.;TOPONIMO SPONTANEO. PIANTA DELLA FAMIGLIA DELLE PINACEAE.;
092009_001430;VIA DEI PIOPPI;VIA DELLE AGAVI - VIA BARRACCA MANNA;84;19/02/2004;G.C.;TOPONIMO SPONTANEO. PIANTA DELLA FAMIGLIA DELLE SALICACEAE.;
092009_001431;VIA DEL PRATO;VIA DELLE ROSE - VIA DEI FIORI;84;19/02/2004;G.C.;TOPONIMO SPONTANEO.;
092009_001432;VIA DELLE ROSE;VIA SEGNI - VIA DELLE AGAVI;84;19/02/2004;G.C.;TOPONIMO SPONTANEO. PIANTA DELLA FAMIGLIA DELLE ROSACEAE.;
092009_001433;VIA DEGLI ULIVI;VIA DELLE AGAVI - VIA SEGNI;84;19/02/2004;G.C.;TOPONIMO SPONTANEO. PIANTA DELLA FAMIGLIA DELLE OLEACEAE.;
092009_001434;VIA CALA LUNA;VIA SEGNI;84;19/02/2004;G.C.;TOPONIMO SPONTANEO. LOCALITÀ TURISTICA DELLA SARDEGNA.;
092009_001435;VIA CALAGONONE;VIA SEGNI - VIA SPRIANO;84;19/02/2004;G.C.;TOPONIMO SPONTANEO. LOCALITÀ TURISTICA DELLA SARDEGNA.;
092009_001436;VIA CALA DI VOLPE;VIA SORGIA - VIA SEGNI;84;19/02/2004;G.C.;TOPONIMO SPONTANEO. LOCALITÀ TURISTICA DELLA SARDEGNA.;
092009_001437;VIA CALA REGINA;VIA NISSARDI - VIA CALA LUNA;84;19/02/2004;G.C.;TOPONIMO SPONTANEO. LOCALITÀ TURISTICA DELLA SARDEGNA.;
092009_001438;VIA SANTA TERESA DI GALLURA;VIA SEGNI;84;19/02/2004;G.C.;TOPONIMO SPONTANEO. LOCALITÀ TURISTICA DELLA SARDEGNA.;
092009_001439;VIA TORRE DELLE STELLE;VIA SEGNI - VIA SPRIANO;84;19/02/2004;G.C.;TOPONIMO SPONTANEO. LOCALITÀ TURISTICA DELLA SARDEGNA.;
092009_001440;VIA DELLE API;VIA DELLE AGAVI;84;19/02/2004;G.C.;TOPONIMO SPONTANEO. INSETTI DELL'ORDINE DEGLI IMENOTTERI.;
092009_001441;VIA DEGLI ASTRI;VIA DUCA DI GENOVA;84;19/02/2004;G.C.;TOPONIMO SPONTANEO;
092009_001442;VIA DEI CORALLI;VIA SEGNI - PIAZZA LAY;84;19/02/2004;G.C.;TOPONIMO SPONTANEO. ORGANISMO INVERTEBRATO DELL'ORDINE DEGLI ALCIONARI.;
092009_001443;VIA IS CAMPUS;VIA SEGNI;84;19/02/2004;G.C.;TOPONIMO SPONTANEO;
092009_001444;VIA IS CORRIAS;VIA DELLE AGAVI - VIA DEGLI OLMI;84;19/02/2004;G.C.;TOPONIMO SPONTANEO;
092009_001445;VIA IS SEDDAS;VIA DELLE AGAVI - VIA SEGNI;84;19/02/2004;G.C.;TOPONIMO SPONTANEO;
092009_001446;VIA DEI MORI;VIA PILI - VIA SANTA TERESA DI GALLURA;84;19/02/2004;G.C.;TOPONIMO SPONTANEO;
092009_001447;VIA PLACIDO;VIA PILI - VIA SANTA TERESA DI GALLURA;84;19/02/2004;G.C.;TOPONIMO SPONTANEO;
092009_001448;VIA ALFREDINO RAMPI;VIA SANTA TERESA DI GALLURA;84;19/02/2004;G.C.;TOPONIMO SPONTANEO;
092009_001449;VIA SANTA CATERINA;VIA SANTA TERESA DI GALLURA - VIA GRONCHI;84;19/02/2004;G.C.;TOPONIMO SPONTANEO;
092009_001450;VIA SAN CLEMENTE;VIA BERLINGUER - VIA PLACIDO;84;19/02/2004;G.C.;TOPONIMO SPONTANEO;
092009_001451;VIA DELLA SPERANZA;VIA DELLE AGAVI - VIA ATZENI;84;19/02/2004;G.C.;TOPONIMO SPONTANEO;
092009_001452;VIA DEI VENTI;VIA IS SEDDAS;84;19/02/2004;G.C.;TOPONIMO SPONTANEO;
092009_001453;PIAZZALE MASSIMO CASU;VIA MEILOGU - VIA QUIRRA;342;27/05/2004;G.C.;MEDAGLIA D'ORO AL VALORE CIVILE. TRAVOLTO DA UN AUTOCARRO DURANTE IL LAVORO DI SPEGNIMENTO DI UN INCENDIO NELLE CAMPAGNE DI SANLURI IL 17 LUGLIO 2003.;
092009_001454;PIAZZALE ALESSANDRO RICCHI;VIA PERETTI - OSPEDALE BROTZU;342;27/05/2004;G.C.;CARDIOCHIRURGO DEL CENTRO TRAPIANTI DELL'OSPEDALE BROTZU DECEDUTO NELL'INCIDENTE AEREO DEL 24/02/2004 SUI MONTI DEI SETTE FRATELLI.;
092009_001455;VICO SALVATORE ROSA;VIA SALVATORE ROSA - VIA DELLA VITE;342;27/05/2004;G.C.;VEDI DESCRIZIONE NELLA VIA;
092009_001456;VIALE UMBERTO TICCA;VIALE MONASTIR - S.S. 554;342;27/05/2004;G.C.;IMPRENDITORE EDILE MOLTO NOTO NEL CAPOLUOGO SARDO, INSIGNITO DELL'ONORIFICENZA DI CAVALIERE DI GRAN CROCE. (DORGALI 1913 - CAGLIARI 1992);
092009_001457;PIAZZA GIUSEPPE PIZZORNO;VIA MONTEMIXI;218;28/04/2005;G.C.;GENERALE. NATO A CAGLIARI IL 14.8.1891. MORTO A ROMA IL 7.4.1980. HA INTRAPRESO LA CARRIERA MILITARE NELL'ESERCITO ITALIANO; NEL CORSO DELLA BRILLANTE ATTIVITA' HA RICOPERTO VARI INCARICHI TRA CUI QUELLO DI CAPO DI STATO MAGGIORE, COMANDANTE DELLA BRIGATA SASSARI, COMANDANTE DELL'ACCADEMIA MILITARE DI MODENA, PRESIDENTE NAZIONALE DELL'UNUCI. HA PARTECIPATO A NUMEROSE BATTAGLIE DELLA PRIMA E SECONDA GUERRA MONDIALE, DURANTE UNA DELLE QUALI E' STATO FATTO PRIGIONIERO DAGLI INGLESI RICEVENDO COMUNQUE L'ONORE DELLE ARMI. GLI SONO STATE CONFERITE NUMEROSE ONORIFICENZE TRA LE QUALI: CAVALIERE GRAN CROCE, LEGIONE D'ONORE FRANCESE, GRAN UFFICIALE D'ITALIA, CINQUE MEDAGLIE D'ARGENTO E CINQUE MEDAGLIE DI BRONZO.;
092009_001458;PIAZZA CARLO CASCHILI;VIA MORGAGNI;218;28/04/2005;G.C.;PERSONALITA' DEL MONDO SPORTIVO CITTADINO. NATO A CAGLIARI IL 4.6.1950. MORTO A CAGLIARI IL 22.4.2004. INIZIA LA SUA CARRIERA PROFESSIONALE COME MEDICO CONDOTTO A GUASILA, SUCCESSIVAMENTE PRESSO L'ENTE OSPEDALIERO "SAN GIOVANNI DI DIO" E PRESSO L'OSPEDALE "BROTZU"; DURANTE LA SUA ATTIVITA' CONSEGUE LE SPECIALIZZAZIONI IN CHIRURGIA DELL'APPARATO DIGERENTE, IN RADIOLOGIA, IN ENDOSCOPIA DIGESTIVA E PROCTOLOGIA. CON LO STESSO IMPEGNO E GENEROSITA' PROFUSI NEL LAVORO SI IMPEGNA NEL CAMPO SPORTIVO E SOCIALE; INFATTI IL DOTT. CASCHILI SI ADOPERA PERSONALMENTE PER LA REALIZZAZIONE DEGLI IMPIANTI SPORTIVI DELL'ATTUALE SOCIETA' SPORTIVA "VIRTUS" DI CUI DIVIENE PRESIDENTE E METTE GLI STESSI A DISPOSIZIONE DELLE BAMBINE DEL VICINO QUARTIERE DI SANT'ELIA. NELL'AMBITO SPORTIVO CONQUISTA, CON LA SUA PASSIONE, LA STIMA DI TUTTI QUELLI CHE GLI STANNO INTORNO, MA SOPRATTUTTO DA PARTE DEI GIOVANI.;
092009_001460;PIAZZA GIOVANNI GARAU;VIA BACCELLI, VIA DARWIN, VIA FREUD;218;28/04/2005;G.C.;NATO A CAGLIARI IL 3.3.1917. MORTO NEL MEDITERRANEO CENTRALE IL 9.11.1941. FREQUENTA L'ACCADEMIA DI LIVORNO, DOVE SI FA APPREZZARE PER LA SERIETA' NEGLI STUDI, PER IL CORAGGIO E L'ALTRUISMO. VIENE SUCCESSIVAMENTE NOMINATO GUARDIAMARINA, SOTTOTENENTE DI VASCELLO E TENENTE DI VASCELLO; PARTECIPA A NUMEROSE AZIONI MILITARI DURANTE LE QUALI SI DISTINGUE PER CORAGGIO E SPREZZO DEL PERICOLO. A SOLI 24 ANNI LA SUA VITA E' STRONCATA IN UN CRUENTO COMBATTIMENTO NAVALE, NEL CORSO DEL QUALE, CON GESTO EROICO, ABBANDONA LA SCIALUPPA DI SALVATAGGIO PER FAR POSTO AI FERITI, SCOMPARENDO POI TRA LE GELIDE ACQUE DEL MEDITERRANEO. GLI SONO STATE CONFERITE LA MEDAGLIA DI BRONZO AL VALOR MILITARE E LA MEDAGLIA D'ORO ALLA MEMORIA.;
092009_001461;VIA PIETRINO MOI;VIA SANFELICE - VIA SCHIAFFINO ;570;13/10/2005;G.C.;FIGURA SIGNIFICATIVA DELLA COMUNITA' PIRRESE. ISCRITTO ALL'AVIS (ASSOCIAZIONE VOLONTARI ITALIANI SANGUE) DI LUI SI RICORDANO BEN 367 DONAZIONI REGISTRATE, PARI A 160 LITRI DI SANGUE DONATO. COMMENDATORE, CAVALIERE E GRANDE UFFICIALE DELLA REPUBBLICA, COSTITUISCE UN LUMINOSO ESEMPIO DI ALTRUISMO E DI ALTO SENSO DEL DOVERE CIVICO PER UNA ATTIVITA' SVOLTA IN UN PERIODO STORICO NEL QUALE DONARE IL SANGUE ANCORA COSTITUIVA UN ATTO PIONIERISTICO E QUASI EROICO, ANCHE IN CONSIDERAZIONE DELLE MODALITA' CON LE QUALI VENIVANO ALL'EPOCA ESEGUITE LE PRATICHE DI TRASFUSIONE. (NATO A CAGLIARI IL 9 APRILE 1915 - MORTO A CAGLIARI IL 7 NOVEMBRE 1976);
092009_001462;VIA BRANCALEONE CUGUSI DI ROMANA;VIA VESALIO - VIA PISANO;570;13/10/2005;G.C.;FIN DA RAGAZZO MOSTRA UN INNATO TALENTO PER IL DISEGNO. ABBANDONATA L'UNIVERSIT&Agrave; PER DEDICARSI ALLA PITTURA, SI TRASFERISCE A MILANO E POI A ROMA (1930) DOVE LAVORA COME FIGURINISTA PER "LA RINASCENTE". UN'ATTIVIT&Agrave; CHE, PER&Ograve;, NON GLI CONSENTE UN ADEGUATO SOSTENTAMENTO. PERCI&Ograve; SI TRASFERISCE A CHEREMULE DOVE INIZIA A DIPINGERE A TEMPO PIENO REALIZZANDO LE SUE OPERE PI&Ugrave; IMPORTANTI. PUR DEBILITATO NEL FISICO, SI TRASFERISCE A MILANO DOVE CONOSCE NELLA ZOJA, CRITICO D'ARTE DEL "CORRIERE DELLA SERA". GRAZIE A QUESTA AFFETTUOSA AMICIZIA SAR&Agrave; POSSIBILE CONSERVARE MOLTE SUE OPERE DI QUESTO FORTUNATO PERIODO. MUORE A MILANO A SOLI 39 ANNI. POCHI GIORNI PRIMA DI QUELLA SUA MOSTRA PERSONALE CHE AVEVA SEMPRE SOGNATO DI REALIZZARE. (NATO A ROMANA (SS) IL 23 SETTEMBRE 1903 - MORTO A MILANO IL 3 MAGGIO 1942);
092009_001463;PIAZZA FRATELLI PISU;VIA DEL TRICOLORE - VIA GENIERI - VIA FOSSE ARDEATINE ;570;13/10/2005;G.C.; BRUNO 1°. NATO A CAGLIARI L'8 MARZO 1897 - MORTO A GOLFO ARANCI IL 18 MARZO 1918. TENENTE DEI CARABINIERI, MOR&Igrave; IN OCCASIONE DEL SILURAMENTO DELLA NAVE TRIPOLI AVVENUTO NELLE ACQUE DI GOLFO ARANCI. SI SACRIFIC&Ograve; PER FAR POSTO SULLE SCIALUPPE A DONNE E BAMBINI. NEL CIMITERO DI BONARIA, SULLA DESTRA DEL PRIMO CANCELLO POSTO SULL'OMONIMO VIALE, &Egrave; VISIBILE UNA LAPIDE IN SUO RICORDO.<br> FRANCESCO. NATO A CAGLIARI IL 14 SETTEMBRE 1911 - MORTO A GUADALAJARA (E) IL 22 MARZO 1937. TENENTE DI FANTERIA, MOR&Igrave; NELLA GUERRA DI SPAGNA. &Egrave; SEPOLTO NEL CIMITERO DI GUADALAJARA INSIEME AD ALTRI 39 UFFICIALI ITALIANI FATTI PRIGIONIERI E POI TRUCIDATI. MEDAGLIA D'ARGENTO ALLA MEMORIA.<br> BRUNO 2°. NATO A CAGLIARI IL 18 MARZO 1920 - MORTO A TOBRUK (LAR) IL 20 GIUGNO 1942. UFFICIALE CARRISTA. ANCHE LUI, COME I SUOI FRATELLI, PROVENIENTE DALL'ACCADEMIA MILITARE DI MODENA (82° CORSO). MOR&Igrave; A 22 ANNI NELLA BATTAGLIA DI TOBRUK. PER IL SUO EROISMO VENNE PROPOSTO PER UNA DECORAZIONE MA LA MORTE IN COMBATTIMENTO DEL SUO COMANDANTE NON CONSENT&Igrave; LA RELAIZZAZIONE DI QUESTA RICHIESTA. I SUOI RESTI SI TROVANO A CAGLIARI, NELLA CRIPTA DEL SACRARIO MILITARE DI SAN MICHELE. ;
092009_001464;VIA DON ALDO MATZEU;VIA VOLTA - VIA GIOIA ;570;13/10/2005;G.C.;ORDINATO SACERDOTE L'11.06.1944, FU NOMINATO VICE PARROCO PRESSO LA CATTEDRALE DI CAGLIARI. FU POI PARROCO DELLA PARROCCHIA DI SAN BIAGIO A DOLIANOVA. DAL 1967 SINO AL 1990 &Egrave; PARROCO FONDATORE DELLA PARROCCHIA SI S.M. DEL SUFFRAGIO NEL POPOLARE QUARTIERE C.E.P. DI CAGLIARI. IN QUESTO RUOLO SI DISTINSE PER IL SUO GRANDE DINAMISMO VERSO I GIOVANI E GLI ANZIANI. FOND&Ograve; IL "TEATRO DELLE MANI" E INCENTIV&Ograve; L'ATTIVIT&Agrave; SPORTIVA, IN PARTICOLARE LA PALLACANESTRO DANDO CORPO AI SUCCESSI IN CAMPO NAZIONALE DELLA LOCALE SQUADRA FEMMINILE. (NATO A CAGLIARI IL 23 FEBBRAIO 1920 - MORTO A CAGLIARI IL 28 APRILE 1995);
092009_001465;VIA NICOLA CALIPARI;VIA TUVERI - PIAZZA REPUBBLICA;570;13/10/2005;G.C.;FUNZIONARIO DEL SISMI (SERVIZIO PER LE INFORMAZIONI E LA SICUREZZA MILITARE). CON GRANDE COMPETENZA E PROFESSIONALIT&Agrave; HA PERCORSO UNA BRILLANTE CARRIERA RICOPRENDO INCARICHI DI RESPONSABILIT&Agrave;. CAPO DELLA SQUADRA MOBILE DI COSENZA, POI FUNZIONARIO DELLA SQUADRA NARCOTICI DI ROMA DOVE SI DISTINSE IN OPERAZIONI DI PORTATA ANCHE NAZIONALE CONTRO LA MALAVITA ORGANIZZATA. DAL 1997 AL 1999 &Egrave; FUNZIONARIO DELLA CRIMINALPOL. NEL 2001 VIENE ASSEGNATO AL SISMI. COLPITO A MORTE DA SOLDATI AMERICANI PRESSO UN POSTO DI BLOCCO POSTO SULLA VIA CHE CONDUCEVA ALL'AEROPORTO DI BAGDAD. IN QUELLA TRAGICA CIRCOSTANZA, FACENDO EROICAMENTE SCUDO COL PROPRIO CORPO, SALVAVA LA VITA ALLA GIORNALISTA DE "IL MANIFESTO" GIULIANA SGRENA, CHE ERA RIUSCITO A LIBERARE IN QUANTO RAPITA E FATTA OSTAGGIO IN TERRITORIO IRACHENO. (NATO A REGGIO CALABRIA IL 23 GIUGNO 1953 - MORTO A BAGDAD (IRAQ) IL 4 MARZO 2005);
092009_001466;VIA ANTONIO SPANEDDA;VIA PACIOLI - STRADA CHIUSA;570;13/10/2005;G.C.;ORFANO DI PADRE A SOLI CINQUE ANNI, CON LA MADRE RITORNA A CAGLIARI, IN SARDEGNA, SUA TERRA D'ORIGINE. CONSEGUITA LA LAUREA IN MEDICINA, IL PROF. GIUSEPPE BROTZU GLI PROPONE UN POSTO DI ASSISTENTE ALL'ISTITUTO DI IGIENE E BATTERIOLOGIA. COMINCIAVA COS&Igrave; UN SODALIZIO SCIENTIFICO CHE COLLOC&Ograve; L'UNIVERSIT&Agrave; DI CAGLIARI AI VERTICI DELLA RICERCA MEDICA. NEL 1940, RINUNCIANDO ALLA DISPENSA, VIENE CHIAMATO ALLE ARMI PRESTANDO LA PROPRIA OPERA PRIMA IN NAVI OSPEDALE E POI A CAGLIARI ALL'OSPEDALE DELLA MARINA. IL SUO COMPORTAMENTO DURANTE I BOMBARDAMENTI DI CAGLIARI GLI FECERO CONSEGUIRE DUE CROCI DI GUERRA. TERMINATA LA GUERRA RIPRENDE LA SUA INSTANCABILE ATTIVIT&Agrave; DI DOCENTE E DI RICERCATORE MEDICO-SCIENTIFICO ACCOMPAGNATA DA PUBBLICAZIONI EDITE IN TUTTO IL MONDO. NEL 1979 VIENE ORDINATO SACERDOTE ED A QUESTA ATTIVIT&Agrave; EGLI DEDICHER&Agrave; TUTTO IL RESTO DELLA SUA VITA. (NATO A PIONEROLO (TO) IL 10 MAGGIO 1907 - MORTO A CAGLIARI IL 5 SETTEMBRE 1998);
092009_001467;VIALE ROBERTO PISANO;VIA VESALIO - VIA ITALIA;570;13/10/2005;G.C.;PIONIERE DEL NUOTO E DELLA PALLANUOTO IN SARDEGNA. &Egrave; STATO SOPRATTUTTO LUI A FAR DIVENTARE GRANDI GLI SPORT D'ACQUA A CAGLIARI QUANDO QUESTI SI POTEVANO SVOLGERE SOLTANTO NEL TRATTO DI MARE DI "SU SICCU" DELLA GLORIOSA SOCIET&Agrave; "RARI NANTES", QUINDI ALL'APERTO, PER L'INESISTENZA A CAGLIARI DI PISCINE COPERTE. MA "SU PISCICANI", COS&Igrave; VENIVA AFFETTUOSAMENTE CHIAMATO DAGLI AMICI PER LA SUA ESUBERANZA SPORTIVA E PER LA SUA INNATA DIMESTICHEZZA CON L'ACQUA, NON ERA SOLO UN GRANDE PALLANUOTISTA E NUOTATORE. ERA UN GIOVANE CORDIALE E AMICO DI TUTTI, CAPACE DI CONIUGARE LA FRESCHEZZA DELLA PRATICA SPORTIVA CON LA SEVERIT&Agrave; DEGLI STUDI UNIVERSITARI DI MEDICINA, CHE GLI CONSENTIRONO DI DIVENTARE ANCHE UN APPREZZATO MEDICO SPORTIVO. (NATO A CAGLIARI IL 10 MAGGIO 1943 - MORTO A CAGLIARI IL 28 DICEMBRE 1999);
092009_001468;VIA GIOVANNI BARBINI;VIALE COLOMBO - BANCHINA ICHNUSA;107;16/03/2006;G.C.;Il Tenente di Vascello Barbini ottenne la medaglia d'oro al valor militare a seguito di una coraggiosa azione di guerra, avvenuta nelle acque del Basso Adriatico durante la notte del 12 novembre 1940 contro le nemiche forze alleate. (Venezia 25 giugno 1901 );
092009_001469;PIAZZA MARINAI D'ITALIA;VIA BARBINI - BANCHINA ICHNUSA;107;16/03/2006;G.C.;;
